hFFVal	realGoalDist	problemName	count
38	62	probBLOCKS-20-0	19699
38	59	probBLOCKS-20-0	28921
38	63	probBLOCKS-20-0	15826
37	60	probBLOCKS-20-0	7874
36	64	probBLOCKS-20-0	304
36	66	probBLOCKS-20-0	83
37	59	probBLOCKS-20-0	7941
37	57	probBLOCKS-20-0	6624
38	64	probBLOCKS-20-0	9660
36	65	probBLOCKS-20-0	108
36	63	probBLOCKS-20-0	437
37	58	probBLOCKS-20-0	6299
35	58	probBLOCKS-20-0	512
37	56	probBLOCKS-20-0	4844
38	58	probBLOCKS-20-0	25293
38	57	probBLOCKS-20-0	28139
39	57	probBLOCKS-20-0	32998
37	67	probBLOCKS-20-0	151
38	55	probBLOCKS-20-0	21661
36	62	probBLOCKS-20-0	630
36	59	probBLOCKS-20-0	817
37	55	probBLOCKS-20-0	4386
39	59	probBLOCKS-20-0	33694
38	56	probBLOCKS-20-0	24375
37	54	probBLOCKS-20-0	4017
38	65	probBLOCKS-20-0	3511
36	67	probBLOCKS-20-0	23
36	60	probBLOCKS-20-0	679
39	55	probBLOCKS-20-0	21049
39	56	probBLOCKS-20-0	23099
39	58	probBLOCKS-20-0	28169
39	60	probBLOCKS-20-0	23411
38	54	probBLOCKS-20-0	26956
38	66	probBLOCKS-20-0	1655
37	68	probBLOCKS-20-0	68
35	54	probBLOCKS-20-0	423
35	56	probBLOCKS-20-0	407
38	53	probBLOCKS-20-0	16207
35	60	probBLOCKS-20-0	309
39	63	probBLOCKS-20-0	13863
39	61	probBLOCKS-20-0	24493
36	68	probBLOCKS-20-0	10
35	57	probBLOCKS-20-0	422
35	59	probBLOCKS-20-0	369
35	55	probBLOCKS-20-0	260
39	54	probBLOCKS-20-0	15047
37	53	probBLOCKS-20-0	2456
36	61	probBLOCKS-20-0	718
36	53	probBLOCKS-20-0	1209
39	62	probBLOCKS-20-0	14522
39	66	probBLOCKS-20-0	1626
39	53	probBLOCKS-20-0	10981
39	52	probBLOCKS-20-0	10617
39	64	probBLOCKS-20-0	6973
39	65	probBLOCKS-20-0	3858
34	60	probBLOCKS-20-0	43
38	52	probBLOCKS-20-0	46673
36	58	probBLOCKS-20-0	640
36	55	probBLOCKS-20-0	949
36	52	probBLOCKS-20-0	5304
36	54	probBLOCKS-20-0	1705
38	50	probBLOCKS-20-0	59260
36	57	probBLOCKS-20-0	858
36	56	probBLOCKS-20-0	981
34	58	probBLOCKS-20-0	48
38	67	probBLOCKS-20-0	327
35	51	probBLOCKS-20-0	429
38	51	probBLOCKS-20-0	23593
35	53	probBLOCKS-20-0	272
39	51	probBLOCKS-20-0	9555
36	51	probBLOCKS-20-0	3159
37	52	probBLOCKS-20-0	4324
34	59	probBLOCKS-20-0	48
38	49	probBLOCKS-20-0	31157
35	52	probBLOCKS-20-0	1016
34	57	probBLOCKS-20-0	33
37	51	probBLOCKS-20-0	2251
36	50	probBLOCKS-20-0	14215
38	68	probBLOCKS-20-0	170
34	56	probBLOCKS-20-0	81
34	54	probBLOCKS-20-0	253
35	61	probBLOCKS-20-0	88
35	50	probBLOCKS-20-0	1465
36	48	probBLOCKS-20-0	19348
34	61	probBLOCKS-20-0	17
36	47	probBLOCKS-20-0	13461
36	49	probBLOCKS-20-0	8673
39	67	probBLOCKS-20-0	270
35	49	probBLOCKS-20-0	689
37	49	probBLOCKS-20-0	3893
35	62	probBLOCKS-20-0	49
34	55	probBLOCKS-20-0	14
39	50	probBLOCKS-20-0	11648
34	46	probBLOCKS-20-0	23367
34	48	probBLOCKS-20-0	16878
34	50	probBLOCKS-20-0	6114
38	48	probBLOCKS-20-0	62941
37	50	probBLOCKS-20-0	5419
34	52	probBLOCKS-20-0	1321
33	48	probBLOCKS-20-0	2659
39	68	probBLOCKS-20-0	52
34	62	probBLOCKS-20-0	11
35	63	probBLOCKS-20-0	7
39	49	probBLOCKS-20-0	13168
33	50	probBLOCKS-20-0	1268
38	47	probBLOCKS-20-0	54009
34	53	probBLOCKS-20-0	28
34	49	probBLOCKS-20-0	2605
34	51	probBLOCKS-20-0	261
34	47	probBLOCKS-20-0	9381
37	47	probBLOCKS-20-0	6489
34	45	probBLOCKS-20-0	17056
39	70	probBLOCKS-20-0	5
33	53	probBLOCKS-20-0	3
33	49	probBLOCKS-20-0	335
38	70	probBLOCKS-20-0	1
33	52	probBLOCKS-20-0	306
34	63	probBLOCKS-20-0	1
34	64	probBLOCKS-20-0	1
39	48	probBLOCKS-20-0	14339
35	64	probBLOCKS-20-0	1
32	46	probBLOCKS-20-0	8509
34	44	probBLOCKS-20-0	28358
34	43	probBLOCKS-20-0	20584
33	44	probBLOCKS-20-0	4396
34	42	probBLOCKS-20-0	32884
36	43	probBLOCKS-20-0	16269
34	41	probBLOCKS-20-0	22891
32	40	probBLOCKS-20-0	20337
32	39	probBLOCKS-20-0	15656
32	41	probBLOCKS-20-0	8920
33	42	probBLOCKS-20-0	3537
34	40	probBLOCKS-20-0	32053
36	41	probBLOCKS-20-0	9180
34	39	probBLOCKS-20-0	21489
32	42	probBLOCKS-20-0	15181
30	40	probBLOCKS-20-0	4372
32	38	probBLOCKS-20-0	24358
31	40	probBLOCKS-20-0	2005
32	37	probBLOCKS-20-0	19075
30	36	probBLOCKS-20-0	8715
30	37	probBLOCKS-20-0	4761
30	35	probBLOCKS-20-0	6750
29	37	probBLOCKS-20-0	690
30	38	probBLOCKS-20-0	5703
28	36	probBLOCKS-20-0	1629
32	44	probBLOCKS-20-0	11387
32	45	probBLOCKS-20-0	5166
32	47	probBLOCKS-20-0	1864
30	44	probBLOCKS-20-0	1486
30	43	probBLOCKS-20-0	917
30	45	probBLOCKS-20-0	379
32	50	probBLOCKS-20-0	642
32	48	probBLOCKS-20-0	3410
28	42	probBLOCKS-20-0	187
30	42	probBLOCKS-20-0	2472
31	44	probBLOCKS-20-0	1721
32	43	probBLOCKS-20-0	7130
31	42	probBLOCKS-20-0	1983
36	44	probBLOCKS-20-0	16628
36	46	probBLOCKS-20-0	19967
36	45	probBLOCKS-20-0	17882
35	43	probBLOCKS-20-0	1066
33	43	probBLOCKS-20-0	3666
33	41	probBLOCKS-20-0	2149
35	45	probBLOCKS-20-0	2751
33	45	probBLOCKS-20-0	2921
33	46	probBLOCKS-20-0	3865
30	41	probBLOCKS-20-0	1051
35	47	probBLOCKS-20-0	1712
36	42	probBLOCKS-20-0	12991
29	41	probBLOCKS-20-0	456
29	42	probBLOCKS-20-0	315
29	39	probBLOCKS-20-0	765
28	38	probBLOCKS-20-0	927
30	46	probBLOCKS-20-0	537
31	43	probBLOCKS-20-0	1229
31	41	probBLOCKS-20-0	1659
31	46	probBLOCKS-20-0	1206
30	39	probBLOCKS-20-0	2044
28	41	probBLOCKS-20-0	165
28	43	probBLOCKS-20-0	82
28	40	probBLOCKS-20-0	474
28	39	probBLOCKS-20-0	240
29	38	probBLOCKS-20-0	655
29	40	probBLOCKS-20-0	482
33	47	probBLOCKS-20-0	1147
33	39	probBLOCKS-20-0	1083
31	37	probBLOCKS-20-0	858
31	39	probBLOCKS-20-0	1397
34	38	probBLOCKS-20-0	27363
32	36	probBLOCKS-20-0	21119
32	35	probBLOCKS-20-0	37632
34	37	probBLOCKS-20-0	37562
36	39	probBLOCKS-20-0	8992
31	48	probBLOCKS-20-0	511
37	48	probBLOCKS-20-0	6254
38	46	probBLOCKS-20-0	55394
39	47	probBLOCKS-20-0	23792
37	45	probBLOCKS-20-0	2471
38	45	probBLOCKS-20-0	60588
38	44	probBLOCKS-20-0	34260
37	46	probBLOCKS-20-0	4409
39	45	probBLOCKS-20-0	12265
38	43	probBLOCKS-20-0	23772
34	36	probBLOCKS-20-0	34373
36	37	probBLOCKS-20-0	6295
34	35	probBLOCKS-20-0	6428
27	38	probBLOCKS-20-0	99
35	44	probBLOCKS-20-0	1656
30	34	probBLOCKS-20-0	7693
33	54	probBLOCKS-20-0	65
32	34	probBLOCKS-20-0	22096
27	40	probBLOCKS-20-0	61
30	33	probBLOCKS-20-0	11967
33	37	probBLOCKS-20-0	1087
33	35	probBLOCKS-20-0	784
33	51	probBLOCKS-20-0	86
29	43	probBLOCKS-20-0	211
32	33	probBLOCKS-20-0	2543
35	48	probBLOCKS-20-0	2078
35	46	probBLOCKS-20-0	2360
31	45	probBLOCKS-20-0	587
30	32	probBLOCKS-20-0	6229
28	34	probBLOCKS-20-0	2782
30	31	probBLOCKS-20-0	1144
28	37	probBLOCKS-20-0	386
28	35	probBLOCKS-20-0	1302
39	46	probBLOCKS-20-0	13327
28	33	probBLOCKS-20-0	2997
27	33	probBLOCKS-20-0	194
28	32	probBLOCKS-20-0	2175
29	35	probBLOCKS-20-0	340
28	31	probBLOCKS-20-0	2597
28	44	probBLOCKS-20-0	89
27	44	probBLOCKS-20-0	6
31	50	probBLOCKS-20-0	93
26	32	probBLOCKS-20-0	2489
26	33	probBLOCKS-20-0	1673
26	31	probBLOCKS-20-0	2327
26	30	probBLOCKS-20-0	1866
26	34	probBLOCKS-20-0	1674
26	29	probBLOCKS-20-0	1827
24	32	probBLOCKS-20-0	288
26	28	probBLOCKS-20-0	1239
24	28	probBLOCKS-20-0	704
26	27	probBLOCKS-20-0	123
28	29	probBLOCKS-20-0	240
24	26	probBLOCKS-20-0	665
24	29	probBLOCKS-20-0	564
24	27	probBLOCKS-20-0	582
24	30	probBLOCKS-20-0	440
24	25	probBLOCKS-20-0	162
22	24	probBLOCKS-20-0	883
22	25	probBLOCKS-20-0	587
21	25	probBLOCKS-20-0	77
22	23	probBLOCKS-20-0	589
20	22	probBLOCKS-20-0	518
20	23	probBLOCKS-20-0	334
19	23	probBLOCKS-20-0	57
20	21	probBLOCKS-20-0	418
26	36	probBLOCKS-20-0	797
18	22	probBLOCKS-20-0	57
27	35	probBLOCKS-20-0	166
33	56	probBLOCKS-20-0	21
28	30	probBLOCKS-20-0	1158
25	36	probBLOCKS-20-0	136
25	32	probBLOCKS-20-0	291
27	36	probBLOCKS-20-0	191
38	42	probBLOCKS-20-0	13748
33	40	probBLOCKS-20-0	1790
29	46	probBLOCKS-20-0	47
36	40	probBLOCKS-20-0	5085
39	43	probBLOCKS-20-0	2991
38	41	probBLOCKS-20-0	13902
29	44	probBLOCKS-20-0	195
32	49	probBLOCKS-20-0	133
25	30	probBLOCKS-20-0	126
37	43	probBLOCKS-20-0	125
24	31	probBLOCKS-20-0	270
33	38	probBLOCKS-20-0	845
23	30	probBLOCKS-20-0	88
27	29	probBLOCKS-20-0	70
24	34	probBLOCKS-20-0	145
38	40	probBLOCKS-20-0	9389
39	41	probBLOCKS-20-0	1638
38	39	probBLOCKS-20-0	856
25	34	probBLOCKS-20-0	238
25	29	probBLOCKS-20-0	39
23	32	probBLOCKS-20-0	62
32	54	probBLOCKS-20-0	2
25	33	probBLOCKS-20-0	214
31	36	probBLOCKS-20-0	598
31	47	probBLOCKS-20-0	136
24	33	probBLOCKS-20-0	99
36	38	probBLOCKS-20-0	2377
35	41	probBLOCKS-20-0	340
31	38	probBLOCKS-20-0	1007
23	27	probBLOCKS-20-0	11
23	28	probBLOCKS-20-0	40
31	35	probBLOCKS-20-0	768
27	37	probBLOCKS-20-0	84
29	48	probBLOCKS-20-0	11
35	39	probBLOCKS-20-0	209
27	39	probBLOCKS-20-0	23
26	39	probBLOCKS-20-0	3
27	41	probBLOCKS-20-0	17
27	42	probBLOCKS-20-0	19
29	45	probBLOCKS-20-0	35
23	31	probBLOCKS-20-0	53
30	48	probBLOCKS-20-0	78
22	26	probBLOCKS-20-0	301
26	35	probBLOCKS-20-0	390
22	27	probBLOCKS-20-0	41
29	36	probBLOCKS-20-0	458
22	30	probBLOCKS-20-0	33
21	26	probBLOCKS-20-0	35
22	28	probBLOCKS-20-0	54
21	27	probBLOCKS-20-0	15
32	51	probBLOCKS-20-0	8
20	24	probBLOCKS-20-0	199
20	28	probBLOCKS-20-0	26
20	26	probBLOCKS-20-0	72
19	24	probBLOCKS-20-0	31
25	35	probBLOCKS-20-0	56
26	38	probBLOCKS-20-0	214
26	40	probBLOCKS-20-0	35
30	47	probBLOCKS-20-0	23
27	34	probBLOCKS-20-0	184
29	34	probBLOCKS-20-0	289
19	26	probBLOCKS-20-0	2
20	25	probBLOCKS-20-0	21
19	25	probBLOCKS-20-0	11
39	44	probBLOCKS-20-0	2641
22	22	probBLOCKS-20-0	1060
32	56	probBLOCKS-20-0	4
37	44	probBLOCKS-20-0	400
18	19	probBLOCKS-20-0	237
17	23	probBLOCKS-20-0	3
18	23	probBLOCKS-20-0	8
18	20	probBLOCKS-20-0	175
16	18	probBLOCKS-20-0	74
16	17	probBLOCKS-20-0	79
15	19	probBLOCKS-20-0	22
15	17	probBLOCKS-20-0	34
16	19	probBLOCKS-20-0	65
14	16	probBLOCKS-20-0	4
16	20	probBLOCKS-20-0	80
16	16	probBLOCKS-20-0	100
15	18	probBLOCKS-20-0	20
18	17	probBLOCKS-20-0	38
15	15	probBLOCKS-20-0	10
14	14	probBLOCKS-20-0	40
14	17	probBLOCKS-20-0	4
14	15	probBLOCKS-20-0	15
13	17	probBLOCKS-20-0	1
13	15	probBLOCKS-20-0	10
14	13	probBLOCKS-20-0	7
13	16	probBLOCKS-20-0	1
12	12	probBLOCKS-20-0	33
11	13	probBLOCKS-20-0	6
12	13	probBLOCKS-20-0	12
11	11	probBLOCKS-20-0	7
10	10	probBLOCKS-20-0	9
32	52	probBLOCKS-20-0	36
10	9	probBLOCKS-20-0	2
9	11	probBLOCKS-20-0	6
10	11	probBLOCKS-20-0	10
25	38	probBLOCKS-20-0	20
31	33	probBLOCKS-20-0	161
21	30	probBLOCKS-20-0	4
26	37	probBLOCKS-20-0	44
31	49	probBLOCKS-20-0	10
18	24	probBLOCKS-20-0	17
28	45	probBLOCKS-20-0	14
21	24	probBLOCKS-20-0	47
24	23	probBLOCKS-20-0	141
21	23	probBLOCKS-20-0	129
22	21	probBLOCKS-20-0	141
18	21	probBLOCKS-20-0	88
29	33	probBLOCKS-20-0	484
17	21	probBLOCKS-20-0	31
19	21	probBLOCKS-20-0	142
35	42	probBLOCKS-20-0	308
27	32	probBLOCKS-20-0	64
20	20	probBLOCKS-20-0	746
24	35	probBLOCKS-20-0	20
19	22	probBLOCKS-20-0	47
20	19	probBLOCKS-20-0	114
25	37	probBLOCKS-20-0	5
25	31	probBLOCKS-20-0	192
23	29	probBLOCKS-20-0	50
22	31	probBLOCKS-20-0	2
23	34	probBLOCKS-20-0	28
23	33	probBLOCKS-20-0	15
31	52	probBLOCKS-20-0	11
8	8	probBLOCKS-20-0	4
7	7	probBLOCKS-20-0	1
7	9	probBLOCKS-20-0	2
8	9	probBLOCKS-20-0	3
39	42	probBLOCKS-20-0	786
29	47	probBLOCKS-20-0	1
37	42	probBLOCKS-20-0	75
18	18	probBLOCKS-20-0	130
17	20	probBLOCKS-20-0	36
21	29	probBLOCKS-20-0	1
19	27	probBLOCKS-20-0	1
18	26	probBLOCKS-20-0	2
15	20	probBLOCKS-20-0	15
27	31	probBLOCKS-20-0	87
27	43	probBLOCKS-20-0	6
6	6	probBLOCKS-20-0	3
17	19	probBLOCKS-20-0	101
37	41	probBLOCKS-20-0	27
5	7	probBLOCKS-20-0	1
6	5	probBLOCKS-20-0	1
6	7	probBLOCKS-20-0	1
35	40	probBLOCKS-20-0	16
28	46	probBLOCKS-20-0	3
22	33	probBLOCKS-20-0	2
22	32	probBLOCKS-20-0	5
23	36	probBLOCKS-20-0	3
24	37	probBLOCKS-20-0	1
24	36	probBLOCKS-20-0	15
4	4	probBLOCKS-20-0	2
3	3	probBLOCKS-20-0	1
3	5	probBLOCKS-20-0	1
2	2	probBLOCKS-20-0	1
1	1	probBLOCKS-20-0	1
0	0	probBLOCKS-20-0	1
20	27	probBLOCKS-20-0	1
18	25	probBLOCKS-20-0	1
17	24	probBLOCKS-20-0	3
26	42	probBLOCKS-20-0	1
25	40	probBLOCKS-20-0	3
23	35	probBLOCKS-20-0	3
22	35	probBLOCKS-20-0	1
16	22	probBLOCKS-20-0	6
13	18	probBLOCKS-20-0	2
14	18	probBLOCKS-20-0	5
14	20	probBLOCKS-20-0	2
26	41	probBLOCKS-20-0	1
30	50	probBLOCKS-20-0	4
15	22	probBLOCKS-20-0	1
14	19	probBLOCKS-20-0	1
30	52	probBLOCKS-20-0	1
39	79	probBLOCKS-21-0	114
39	77	probBLOCKS-21-0	2369
39	78	probBLOCKS-21-0	2055
39	76	probBLOCKS-21-0	9093
39	80	probBLOCKS-21-0	66
39	75	probBLOCKS-21-0	9241
39	74	probBLOCKS-21-0	20315
39	73	probBLOCKS-21-0	17946
39	72	probBLOCKS-21-0	24528
39	71	probBLOCKS-21-0	18017
39	70	probBLOCKS-21-0	14179
39	69	probBLOCKS-21-0	8462
38	74	probBLOCKS-21-0	2646
38	76	probBLOCKS-21-0	948
38	72	probBLOCKS-21-0	3314
38	70	probBLOCKS-21-0	1666
39	68	probBLOCKS-21-0	4133
38	75	probBLOCKS-21-0	1153
38	71	probBLOCKS-21-0	2494
38	73	probBLOCKS-21-0	2583
39	67	probBLOCKS-21-0	1996
40	74	probBLOCKS-21-0	62646
40	72	probBLOCKS-21-0	75324
40	70	probBLOCKS-21-0	46535
40	68	probBLOCKS-21-0	16222
40	66	probBLOCKS-21-0	3084
38	69	probBLOCKS-21-0	987
40	76	probBLOCKS-21-0	21012
40	73	probBLOCKS-21-0	49959
40	75	probBLOCKS-21-0	20365
40	71	probBLOCKS-21-0	50143
40	69	probBLOCKS-21-0	25491
40	67	probBLOCKS-21-0	7058
38	77	probBLOCKS-21-0	376
40	77	probBLOCKS-21-0	1596
38	78	probBLOCKS-21-0	307
40	65	probBLOCKS-21-0	1025
40	78	probBLOCKS-21-0	1295
38	68	probBLOCKS-21-0	371
39	66	probBLOCKS-21-0	628
37	71	probBLOCKS-21-0	120
37	73	probBLOCKS-21-0	175
38	67	probBLOCKS-21-0	166
37	72	probBLOCKS-21-0	198
40	64	probBLOCKS-21-0	352
39	65	probBLOCKS-21-0	243
37	69	probBLOCKS-21-0	33
40	63	probBLOCKS-21-0	101
37	70	probBLOCKS-21-0	67
37	74	probBLOCKS-21-0	175
38	66	probBLOCKS-21-0	35
39	64	probBLOCKS-21-0	45
40	62	probBLOCKS-21-0	36
37	75	probBLOCKS-21-0	38
38	65	probBLOCKS-21-0	22
37	68	probBLOCKS-21-0	12
37	67	probBLOCKS-21-0	4
37	76	probBLOCKS-21-0	16
39	63	probBLOCKS-21-0	14
36	74	probBLOCKS-21-0	3
39	62	probBLOCKS-21-0	1
37	66	probBLOCKS-21-0	1
40	61	probBLOCKS-21-0	21
36	72	probBLOCKS-21-0	4
38	64	probBLOCKS-21-0	1
37	65	probBLOCKS-21-0	1
40	60	probBLOCKS-21-0	11
39	61	probBLOCKS-21-0	2
40	59	probBLOCKS-21-0	11
40	58	probBLOCKS-21-0	23
40	57	probBLOCKS-21-0	11
39	59	probBLOCKS-21-0	1
39	58	probBLOCKS-21-0	1
40	56	probBLOCKS-21-0	12
39	57	probBLOCKS-21-0	1
39	55	probBLOCKS-21-0	5
39	56	probBLOCKS-21-0	1
40	54	probBLOCKS-21-0	13
40	55	probBLOCKS-21-0	20
40	53	probBLOCKS-21-0	13
39	54	probBLOCKS-21-0	1
40	52	probBLOCKS-21-0	14
40	51	probBLOCKS-21-0	13
39	53	probBLOCKS-21-0	2
39	52	probBLOCKS-21-0	1
40	50	probBLOCKS-21-0	15
39	51	probBLOCKS-21-0	2
40	49	probBLOCKS-21-0	14
39	50	probBLOCKS-21-0	1
40	48	probBLOCKS-21-0	16
39	49	probBLOCKS-21-0	2
40	47	probBLOCKS-21-0	15
39	48	probBLOCKS-21-0	1
40	46	probBLOCKS-21-0	17
39	47	probBLOCKS-21-0	2
40	45	probBLOCKS-21-0	16
39	46	probBLOCKS-21-0	1
40	44	probBLOCKS-21-0	9
39	45	probBLOCKS-21-0	2
40	43	probBLOCKS-21-0	154
40	42	probBLOCKS-21-0	156
39	44	probBLOCKS-21-0	1
39	43	probBLOCKS-21-0	18
40	41	probBLOCKS-21-0	215
39	42	probBLOCKS-21-0	9
40	40	probBLOCKS-21-0	211
41	41	probBLOCKS-21-0	13
39	39	probBLOCKS-21-0	13
38	38	probBLOCKS-21-0	144
38	37	probBLOCKS-21-0	9
38	39	probBLOCKS-21-0	117
37	39	probBLOCKS-21-0	23
36	36	probBLOCKS-21-0	118
36	37	probBLOCKS-21-0	85
35	37	probBLOCKS-21-0	19
36	35	probBLOCKS-21-0	7
34	34	probBLOCKS-21-0	95
34	35	probBLOCKS-21-0	60
33	35	probBLOCKS-21-0	23
34	33	probBLOCKS-21-0	6
32	32	probBLOCKS-21-0	88
32	33	probBLOCKS-21-0	60
31	33	probBLOCKS-21-0	17
31	31	probBLOCKS-21-0	6
30	30	probBLOCKS-21-0	82
30	31	probBLOCKS-21-0	54
29	31	probBLOCKS-21-0	17
30	29	probBLOCKS-21-0	6
28	28	probBLOCKS-21-0	76
28	29	probBLOCKS-21-0	48
27	29	probBLOCKS-21-0	17
28	27	probBLOCKS-21-0	6
26	26	probBLOCKS-21-0	70
26	27	probBLOCKS-21-0	48
25	27	probBLOCKS-21-0	11
25	25	probBLOCKS-21-0	6
24	24	probBLOCKS-21-0	64
24	25	probBLOCKS-21-0	37
23	25	probBLOCKS-21-0	16
24	23	probBLOCKS-21-0	6
22	22	probBLOCKS-21-0	21
22	23	probBLOCKS-21-0	35
21	23	probBLOCKS-21-0	16
22	21	probBLOCKS-21-0	2
20	20	probBLOCKS-21-0	19
20	21	probBLOCKS-21-0	11
19	21	probBLOCKS-21-0	5
20	19	probBLOCKS-21-0	2
18	18	probBLOCKS-21-0	17
18	19	probBLOCKS-21-0	9
17	19	probBLOCKS-21-0	5
18	17	probBLOCKS-21-0	2
16	16	probBLOCKS-21-0	15
16	17	probBLOCKS-21-0	7
15	17	probBLOCKS-21-0	5
16	15	probBLOCKS-21-0	2
14	14	probBLOCKS-21-0	13
14	15	probBLOCKS-21-0	7
13	15	probBLOCKS-21-0	3
13	13	probBLOCKS-21-0	2
12	12	probBLOCKS-21-0	11
12	13	probBLOCKS-21-0	5
11	13	probBLOCKS-21-0	3
12	11	probBLOCKS-21-0	2
10	10	probBLOCKS-21-0	9
10	11	probBLOCKS-21-0	5
9	9	probBLOCKS-21-0	2
9	11	probBLOCKS-21-0	1
8	8	probBLOCKS-21-0	7
8	9	probBLOCKS-21-0	3
8	7	probBLOCKS-21-0	2
7	9	probBLOCKS-21-0	1
6	6	probBLOCKS-21-0	5
6	5	probBLOCKS-21-0	2
5	7	probBLOCKS-21-0	1
4	4	probBLOCKS-21-0	2
3	3	probBLOCKS-21-0	1
2	2	probBLOCKS-21-0	1
1	1	probBLOCKS-21-0	1
0	0	probBLOCKS-21-0	1
6	7	probBLOCKS-21-0	1
4	5	probBLOCKS-21-0	1
42	75	probBLOCKS-22-0	49101
42	77	probBLOCKS-22-0	29442
42	79	probBLOCKS-22-0	6670
42	78	probBLOCKS-22-0	33471
41	78	probBLOCKS-22-0	11233
42	76	probBLOCKS-22-0	66141
42	73	probBLOCKS-22-0	43788
42	80	probBLOCKS-22-0	6308
41	80	probBLOCKS-22-0	2462
41	77	probBLOCKS-22-0	10835
41	75	probBLOCKS-22-0	17096
42	74	probBLOCKS-22-0	64722
41	76	probBLOCKS-22-0	20040
41	79	probBLOCKS-22-0	2502
41	74	probBLOCKS-22-0	17781
42	72	probBLOCKS-22-0	44696
41	81	probBLOCKS-22-0	173
40	75	probBLOCKS-22-0	2424
40	76	probBLOCKS-22-0	2317
41	73	probBLOCKS-22-0	13129
40	77	probBLOCKS-22-0	1745
42	71	probBLOCKS-22-0	29272
42	81	probBLOCKS-22-0	386
40	78	probBLOCKS-22-0	1510
42	82	probBLOCKS-22-0	302
42	70	probBLOCKS-22-0	25121
41	72	probBLOCKS-22-0	10730
40	79	probBLOCKS-22-0	388
42	69	probBLOCKS-22-0	15551
41	82	probBLOCKS-22-0	145
40	80	probBLOCKS-22-0	328
40	73	probBLOCKS-22-0	1412
40	81	probBLOCKS-22-0	22
39	79	probBLOCKS-22-0	41
42	67	probBLOCKS-22-0	4638
42	68	probBLOCKS-22-0	9613
42	66	probBLOCKS-22-0	1780
41	71	probBLOCKS-22-0	7094
40	74	probBLOCKS-22-0	1683
41	70	probBLOCKS-22-0	5583
39	77	probBLOCKS-22-0	178
39	75	probBLOCKS-22-0	173
41	69	probBLOCKS-22-0	3227
40	82	probBLOCKS-22-0	23
40	71	probBLOCKS-22-0	507
41	68	probBLOCKS-22-0	2053
40	72	probBLOCKS-22-0	775
39	76	probBLOCKS-22-0	120
39	73	probBLOCKS-22-0	52
41	67	probBLOCKS-22-0	871
39	78	probBLOCKS-22-0	120
42	65	probBLOCKS-22-0	568
41	66	probBLOCKS-22-0	402
42	64	probBLOCKS-22-0	164
40	70	probBLOCKS-22-0	370
39	74	probBLOCKS-22-0	57
39	80	probBLOCKS-22-0	29
39	81	probBLOCKS-22-0	4
38	75	probBLOCKS-22-0	6
40	69	probBLOCKS-22-0	178
42	63	probBLOCKS-22-0	35
41	65	probBLOCKS-22-0	115
39	82	probBLOCKS-22-0	5
40	67	probBLOCKS-22-0	41
40	68	probBLOCKS-22-0	150
38	77	probBLOCKS-22-0	10
40	66	probBLOCKS-22-0	32
40	64	probBLOCKS-22-0	1
41	64	probBLOCKS-22-0	35
43	75	probBLOCKS-22-0	98
38	78	probBLOCKS-22-0	4
43	73	probBLOCKS-22-0	108
42	62	probBLOCKS-22-0	40
39	72	probBLOCKS-22-0	7
39	71	probBLOCKS-22-0	11
43	71	probBLOCKS-22-0	59
43	77	probBLOCKS-22-0	17
43	69	probBLOCKS-22-0	13
38	73	probBLOCKS-22-0	2
38	76	probBLOCKS-22-0	4
42	61	probBLOCKS-22-0	23
43	78	probBLOCKS-22-0	3
43	76	probBLOCKS-22-0	1
41	62	probBLOCKS-22-0	29
39	69	probBLOCKS-22-0	4
41	63	probBLOCKS-22-0	19
40	65	probBLOCKS-22-0	1
38	79	probBLOCKS-22-0	1
41	61	probBLOCKS-22-0	32
41	60	probBLOCKS-22-0	43
39	60	probBLOCKS-22-0	9
39	61	probBLOCKS-22-0	6
39	59	probBLOCKS-22-0	2
41	59	probBLOCKS-22-0	27
40	60	probBLOCKS-22-0	1
41	58	probBLOCKS-22-0	55
42	59	probBLOCKS-22-0	21
41	57	probBLOCKS-22-0	40
39	58	probBLOCKS-22-0	2
39	56	probBLOCKS-22-0	10
39	55	probBLOCKS-22-0	18
39	57	probBLOCKS-22-0	8
38	56	probBLOCKS-22-0	1
39	54	probBLOCKS-22-0	35
41	55	probBLOCKS-22-0	37
39	53	probBLOCKS-22-0	20
38	55	probBLOCKS-22-0	1
38	54	probBLOCKS-22-0	2
39	52	probBLOCKS-22-0	58
41	53	probBLOCKS-22-0	36
39	51	probBLOCKS-22-0	31
38	51	probBLOCKS-22-0	3
38	52	probBLOCKS-22-0	4
39	50	probBLOCKS-22-0	54
41	51	probBLOCKS-22-0	20
38	49	probBLOCKS-22-0	3
39	49	probBLOCKS-22-0	36
39	48	probBLOCKS-22-0	57
41	49	probBLOCKS-22-0	29
38	47	probBLOCKS-22-0	3
39	47	probBLOCKS-22-0	25
38	48	probBLOCKS-22-0	3
39	46	probBLOCKS-22-0	18
39	45	probBLOCKS-22-0	109
38	46	probBLOCKS-22-0	2
39	44	probBLOCKS-22-0	106
41	45	probBLOCKS-22-0	13
38	45	probBLOCKS-22-0	10
39	43	probBLOCKS-22-0	8
37	42	probBLOCKS-22-0	77
36	43	probBLOCKS-22-0	5
37	43	probBLOCKS-22-0	62
37	41	probBLOCKS-22-0	5
35	40	probBLOCKS-22-0	71
34	41	probBLOCKS-22-0	5
