h_ff_val	real_val	problemName	count
22	27	pfile14	3
23	21	pfile14	1466
22	21	pfile14	6862
21	21	pfile14	5559
21	22	pfile14	2329
24	21	pfile14	263
21	24	pfile14	133
22	20	pfile14	1740
20	20	pfile14	7956
23	20	pfile14	262
20	21	pfile14	3609
21	19	pfile14	1990
21	20	pfile14	10045
19	21	pfile14	1618
22	19	pfile14	223
19	20	pfile14	5197
20	18	pfile14	2477
20	23	pfile14	227
19	19	pfile14	11174
18	18	pfile14	15008
20	22	pfile14	1033
18	20	pfile14	2325
20	19	pfile14	14835
21	23	pfile14	648
17	17	pfile14	20518
17	19	pfile14	2869
19	18	pfile14	19647
17	18	pfile14	8919
18	21	pfile14	408
18	19	pfile14	7012
19	23	pfile14	35
19	22	pfile14	305
16	16	pfile14	27107
18	17	pfile14	24272
16	17	pfile14	11342
16	18	pfile14	3750
17	20	pfile14	562
15	15	pfile14	35477
17	16	pfile14	28800
15	16	pfile14	13652
15	17	pfile14	4455
16	19	pfile14	576
16	20	pfile14	92
16	21	pfile14	10
17	21	pfile14	77
19	17	pfile14	2492
14	14	pfile14	44372
16	15	pfile14	30613
15	18	pfile14	635
13	13	pfile14	53078
15	14	pfile14	31359
14	16	pfile14	5040
14	15	pfile14	15111
14	17	pfile14	674
13	14	pfile14	15979
13	15	pfile14	5450
12	12	pfile14	58640
14	13	pfile14	29189
13	16	pfile14	700
11	11	pfile14	59946
13	12	pfile14	24312
12	13	pfile14	15769
12	15	pfile14	737
10	10	pfile14	55444
12	11	pfile14	17154
12	14	pfile14	5523
11	14	pfile14	731
11	12	pfile14	13221
9	9	pfile14	44840
11	10	pfile14	10815
11	13	pfile14	4769
10	11	pfile14	10041
10	9	pfile14	5417
9	11	pfile14	2799
10	12	pfile14	3784
8	8	pfile14	31383
9	12	pfile14	458
9	10	pfile14	6985
10	13	pfile14	580
9	8	pfile14	2041
8	10	pfile14	1773
8	9	pfile14	4484
7	9	pfile14	1020
7	7	pfile14	19150
6	6	pfile14	10391
7	8	pfile14	2395
6	8	pfile14	455
5	5	pfile14	4548
4	4	pfile14	1389
3	3	pfile14	322
2	2	pfile14	125
1	1	pfile14	94
0	0	pfile14	2
21	18	pfile14	158
18	16	pfile14	2292
20	17	pfile14	68
17	15	pfile14	1978
19	16	pfile14	24
25	21	pfile14	5
24	20	pfile14	5
16	14	pfile14	1557
15	13	pfile14	1137
23	19	pfile14	5
18	15	pfile14	13
22	18	pfile14	10
14	12	pfile14	797
12	10	pfile14	480
13	11	pfile14	576
8	7	pfile14	510
6	7	pfile14	989
8	11	pfile14	341
21	17	pfile14	2
6	9	pfile14	103
5	7	pfile14	131
5	8	pfile14	40
5	6	pfile14	319
7	10	pfile14	196
7	6	pfile14	140
20	24	pfile14	31
18	22	pfile14	52
13	17	pfile14	112
14	18	pfile14	102
15	19	pfile14	110
12	16	pfile14	87
11	15	pfile14	61
19	24	pfile14	5
21	25	pfile14	15
20	25	pfile14	1
11	9	pfile14	248
15	20	pfile14	10
11	16	pfile14	13
14	19	pfile14	10
13	18	pfile14	8
13	10	pfile14	3
10	14	pfile14	47
12	17	pfile14	9
17	22	pfile14	3
17	14	pfile14	6
9	13	pfile14	17
7	11	pfile14	9
6	10	pfile14	7
8	12	pfile14	8
8	13	pfile14	1
10	8	pfile14	152
10	15	pfile14	5
4	5	pfile14	62
4	6	pfile14	32
9	14	pfile14	3
16	13	pfile14	1
6	5	pfile14	42
5	4	pfile14	1
4	7	pfile14	4
3	5	pfile14	5
9	7	pfile14	8
15	12	pfile14	1
14	11	pfile14	1
38	45	pfile15	33413
37	45	pfile15	41855
37	42	pfile15	41252
36	46	pfile15	29411
38	42	pfile15	28858
37	43	pfile15	47550
38	44	pfile15	37032
36	44	pfile15	46474
37	44	pfile15	47684
36	43	pfile15	48885
36	45	pfile15	39329
36	40	pfile15	29470
39	44	pfile15	20849
40	44	pfile15	12312
40	47	pfile15	5580
38	48	pfile15	10666
42	44	pfile15	3333
38	46	pfile15	27160
39	42	pfile15	16867
38	43	pfile15	34429
38	50	pfile15	1954
37	40	pfile15	21696
39	45	pfile15	19155
38	49	pfile15	5082
37	47	pfile15	22723
38	47	pfile15	18521
40	45	pfile15	10621
40	46	pfile15	8504
39	43	pfile15	19965
39	46	pfile15	15438
39	47	pfile15	10595
38	40	pfile15	12671
35	45	pfile15	26343
35	43	pfile15	36292
35	44	pfile15	32361
35	42	pfile15	37185
37	46	pfile15	32781
36	39	pfile15	19526
36	41	pfile15	38087
36	42	pfile15	46804
39	39	pfile15	3220
37	39	pfile15	12523
37	48	pfile15	13654
40	43	pfile15	11735
42	45	pfile15	2770
38	41	pfile15	20779
39	40	pfile15	6257
37	41	pfile15	32117
41	43	pfile15	6872
37	51	pfile15	939
37	49	pfile15	6446
35	47	pfile15	13586
36	47	pfile15	20504
41	41	pfile15	3190
41	44	pfile15	7692
42	43	pfile15	2903
41	46	pfile15	5760
41	45	pfile15	6719
42	40	pfile15	616
43	47	pfile15	622
45	43	pfile15	42
43	43	pfile15	1329
43	40	pfile15	201
43	44	pfile15	1516
44	43	pfile15	195
40	40	pfile15	3293
42	46	pfile15	2557
42	47	pfile15	1306
42	48	pfile15	1127
40	48	pfile15	3200
41	42	pfile15	5297
42	42	pfile15	2271
40	42	pfile15	9737
40	41	pfile15	6065
39	48	pfile15	6214
40	50	pfile15	743
38	39	pfile15	6271
39	41	pfile15	11887
35	46	pfile15	19549
37	50	pfile15	2574
36	49	pfile15	5979
39	49	pfile15	2923
36	50	pfile15	2504
36	48	pfile15	12391
35	40	pfile15	28695
40	49	pfile15	1590
34	46	pfile15	10860
34	44	pfile15	19065
34	49	pfile15	3105
35	38	pfile15	15505
34	42	pfile15	24714
34	50	pfile15	1377
34	43	pfile15	21638
38	51	pfile15	648
41	47	pfile15	3811
35	48	pfile15	8704
36	51	pfile15	867
35	50	pfile15	1964
34	40	pfile15	23033
33	40	pfile15	13945
33	46	pfile15	4764
33	44	pfile15	8532
34	47	pfile15	8379
39	50	pfile15	1264
33	39	pfile15	14252
34	48	pfile15	5381
34	45	pfile15	15285
35	49	pfile15	4188
35	41	pfile15	33932
33	43	pfile15	10197
33	48	pfile15	2712
35	51	pfile15	735
43	45	pfile15	1256
43	46	pfile15	1335
44	47	pfile15	150
36	52	pfile15	209
42	49	pfile15	245
41	40	pfile15	1677
41	48	pfile15	2151
41	49	pfile15	903
39	51	pfile15	481
40	39	pfile15	1640
41	39	pfile15	829
42	39	pfile15	291
45	45	pfile15	61
34	41	pfile15	24299
34	39	pfile15	19620
35	39	pfile15	22049
41	50	pfile15	521
43	48	pfile15	723
42	50	pfile15	321
36	38	pfile15	11775
33	41	pfile15	12979
37	38	pfile15	6385
34	38	pfile15	15993
35	37	pfile15	10213
38	38	pfile15	3138
33	42	pfile15	11844
45	46	pfile15	351
44	42	pfile15	205
33	38	pfile15	12537
43	42	pfile15	924
44	45	pfile15	279
33	47	pfile15	3604
42	41	pfile15	1280
37	52	pfile15	226
45	44	pfile15	240
45	47	pfile15	31
45	39	pfile15	3
45	49	pfile15	13
43	41	pfile15	392
44	46	pfile15	618
39	38	pfile15	1665
33	52	pfile15	112
33	50	pfile15	885
33	51	pfile15	248
33	49	pfile15	1399
33	45	pfile15	6430
32	47	pfile15	2640
32	48	pfile15	2308
32	49	pfile15	1346
32	45	pfile15	3174
37	53	pfile15	59
44	44	pfile15	469
32	40	pfile15	6905
44	41	pfile15	62
32	41	pfile15	5956
32	46	pfile15	2667
38	52	pfile15	185
32	43	pfile15	4447
34	51	pfile15	623
34	53	pfile15	54
32	44	pfile15	3654
35	52	pfile15	188
32	50	pfile15	914
38	53	pfile15	49
41	51	pfile15	159
37	54	pfile15	16
32	39	pfile15	8000
34	52	pfile15	167
43	49	pfile15	104
43	39	pfile15	70
32	51	pfile15	383
40	51	pfile15	298
41	52	pfile15	82
32	52	pfile15	133
41	38	pfile15	340
32	42	pfile15	5314
39	52	pfile15	175
44	49	pfile15	55
36	37	pfile15	6608
44	48	pfile15	564
43	50	pfile15	250
44	50	pfile15	348
37	37	pfile15	3182
42	51	pfile15	31
38	54	pfile15	23
40	53	pfile15	47
39	53	pfile15	63
40	52	pfile15	114
42	54	pfile15	6
41	53	pfile15	24
42	53	pfile15	7
34	54	pfile15	5
42	38	pfile15	135
34	37	pfile15	11871
35	54	pfile15	15
32	53	pfile15	45
40	38	pfile15	787
33	54	pfile15	4
36	53	pfile15	51
42	52	pfile15	59
45	41	pfile15	18
45	42	pfile15	79
32	54	pfile15	10
38	37	pfile15	1531
31	44	pfile15	1261
31	42	pfile15	2019
35	53	pfile15	60
45	48	pfile15	562
46	50	pfile15	307
45	54	pfile15	10
45	50	pfile15	337
41	55	pfile15	3
31	47	pfile15	260
31	50	pfile15	93
31	48	pfile15	288
33	37	pfile15	11241
40	54	pfile15	15
40	55	pfile15	4
39	54	pfile15	23
32	38	pfile15	8539
44	39	pfile15	9
44	40	pfile15	22
46	48	pfile15	481
46	46	pfile15	286
47	46	pfile15	118
46	54	pfile15	7
46	44	pfile15	154
47	50	pfile15	181
47	48	pfile15	239
47	44	pfile15	71
40	37	pfile15	324
33	36	pfile15	9678
32	36	pfile15	8273
43	51	pfile15	17
43	38	pfile15	12
48	50	pfile15	15
47	52	pfile15	54
46	42	pfile15	50
36	54	pfile15	7
43	52	pfile15	53
44	52	pfile15	87
31	46	pfile15	574
38	55	pfile15	3
44	51	pfile15	9
45	52	pfile15	95
31	39	pfile15	3753
31	43	pfile15	1336
31	41	pfile15	2367
31	45	pfile15	719
48	46	pfile15	39
39	37	pfile15	723
46	52	pfile15	81
48	42	pfile15	7
47	54	pfile15	8
31	52	pfile15	10
31	49	pfile15	46
48	48	pfile15	50
41	37	pfile15	168
48	44	pfile15	14
35	55	pfile15	3
37	36	pfile15	1614
30	45	pfile15	74
31	38	pfile15	4614
31	40	pfile15	2955
33	53	pfile15	17
48	52	pfile15	5
34	36	pfile15	9055
43	53	pfile15	3
32	37	pfile15	8333
43	54	pfile15	2
30	42	pfile15	371
30	49	pfile15	2
30	43	pfile15	249
30	41	pfile15	650
33	55	pfile15	2
46	45	pfile15	3
47	49	pfile15	3
46	49	pfile15	4
47	47	pfile15	8
47	45	pfile15	8
45	51	pfile15	3
38	36	pfile15	807
30	46	pfile15	16
47	42	pfile15	11
31	37	pfile15	5353
35	36	pfile15	6540
36	36	pfile15	3796
36	35	pfile15	1989
44	54	pfile15	6
43	55	pfile15	1
39	55	pfile15	3
45	40	pfile15	6
39	36	pfile15	322
32	35	pfile15	7646
42	55	pfile15	1
41	54	pfile15	5
37	55	pfile15	2
30	47	pfile15	9
40	56	pfile15	2
39	56	pfile15	1
46	47	pfile15	3
42	37	pfile15	53
45	53	pfile15	1
31	36	pfile15	5969
31	35	pfile15	5999
34	35	pfile15	6047
35	35	pfile15	3938
33	35	pfile15	7725
30	35	pfile15	4290
40	36	pfile15	173
40	35	pfile15	76
37	35	pfile15	1000
38	35	pfile15	428
43	37	pfile15	9
44	38	pfile15	1
30	40	pfile15	1021
30	36	pfile15	3846
30	37	pfile15	2890
30	39	pfile15	1420
30	38	pfile15	2111
32	34	pfile15	5993
33	34	pfile15	5039
34	34	pfile15	3496
31	34	pfile15	5695
35	34	pfile15	1903
36	34	pfile15	913
38	34	pfile15	181
30	34	pfile15	4509
41	36	pfile15	71
32	33	pfile15	4072
41	35	pfile15	53
39	35	pfile15	251
30	33	pfile15	4587
29	35	pfile15	2559
29	38	pfile15	707
29	34	pfile15	3377
31	33	pfile15	4566
28	34	pfile15	1804
28	33	pfile15	2786
30	44	pfile15	92
29	40	pfile15	227
29	36	pfile15	1952
29	42	pfile15	90
37	34	pfile15	412
34	33	pfile15	1805
33	33	pfile15	3009
30	32	pfile15	4269
32	32	pfile15	2790
43	36	pfile15	2
42	36	pfile15	28
35	33	pfile15	863
31	32	pfile15	3832
33	32	pfile15	1674
36	33	pfile15	369
30	48	pfile15	3
29	39	pfile15	422
29	37	pfile15	1184
37	33	pfile15	128
29	33	pfile15	3797
29	41	pfile15	92
28	36	pfile15	679
28	35	pfile15	1215
28	38	pfile15	128
29	44	pfile15	20
29	43	pfile15	30
29	45	pfile15	6
28	37	pfile15	331
27	32	pfile15	2623
27	37	pfile15	64
27	35	pfile15	410
27	33	pfile15	1552
28	40	pfile15	27
27	36	pfile15	180
27	34	pfile15	832
39	34	pfile15	68
28	32	pfile15	3850
47	51	pfile15	2
47	43	pfile15	1
35	32	pfile15	392
34	32	pfile15	888
28	39	pfile15	74
42	35	pfile15	7
40	34	pfile15	23
38	33	pfile15	54
31	31	pfile15	2321
29	31	pfile15	3876
32	31	pfile15	1408
28	30	pfile15	3796
29	32	pfile15	4307
28	31	pfile15	4168
30	31	pfile15	3116
33	31	pfile15	671
41	34	pfile15	13
36	32	pfile15	155
27	30	pfile15	4043
27	29	pfile15	4300
30	30	pfile15	1893
29	30	pfile15	3169
31	30	pfile15	1036
32	30	pfile15	510
28	29	pfile15	3783
37	32	pfile15	55
36	31	pfile15	57
27	31	pfile15	3621
29	29	pfile15	2323
31	29	pfile15	539
30	29	pfile15	1244
32	29	pfile15	161
39	32	pfile15	6
41	33	pfile15	1
34	31	pfile15	302
37	31	pfile15	13
36	30	pfile15	3
29	28	pfile15	1941
35	30	pfile15	17
30	28	pfile15	708
40	32	pfile15	3
35	31	pfile15	114
39	33	pfile15	12
26	29	pfile15	4534
26	28	pfile15	5362
26	30	pfile15	3666
27	28	pfile15	4848
40	33	pfile15	2
33	30	pfile15	151
26	31	pfile15	2692
26	32	pfile15	1362
25	30	pfile15	2930
26	34	pfile15	205
26	33	pfile15	612
26	35	pfile15	76
25	31	pfile15	1385
27	38	pfile15	34
34	30	pfile15	53
25	34	pfile15	51
38	32	pfile15	20
26	27	pfile15	5968
25	28	pfile15	5411
25	29	pfile15	4510
24	29	pfile15	3507
28	28	pfile15	3714
27	27	pfile15	5032
25	27	pfile15	6818
39	31	pfile15	2
25	33	pfile15	164
35	29	pfile15	3
31	28	pfile15	336
32	28	pfile15	109
25	32	pfile15	419
28	41	pfile15	18
33	29	pfile15	45
33	28	pfile15	22
29	27	pfile15	1076
27	39	pfile15	7
26	36	pfile15	20
27	40	pfile15	13
25	36	pfile15	5
26	37	pfile15	7
25	35	pfile15	11
26	39	pfile15	2
34	29	pfile15	14
28	27	pfile15	3232
27	42	pfile15	1
28	26	pfile15	1842
30	27	pfile15	449
31	27	pfile15	206
35	28	pfile15	4
28	42	pfile15	4
28	43	pfile15	3
34	28	pfile15	10
24	32	pfile15	129
24	30	pfile15	1429
24	33	pfile15	41
24	34	pfile15	7
24	31	pfile15	445
26	40	pfile15	1
26	38	pfile15	1
26	26	pfile15	6357
23	28	pfile15	3927
22	27	pfile15	3833
23	29	pfile15	1324
21	26	pfile15	3444
24	27	pfile15	6608
22	28	pfile15	1174
23	27	pfile15	6151
22	29	pfile15	297
22	26	pfile15	7208
23	26	pfile15	7745
21	27	pfile15	1028
23	25	pfile15	8979
24	25	pfile15	8287
21	25	pfile15	8252
24	26	pfile15	7813
22	25	pfile15	9300
25	25	pfile15	8120
20	24	pfile15	9452
20	26	pfile15	832
21	24	pfile15	11094
23	24	pfile15	9700
25	26	pfile15	6953
22	23	pfile15	10371
24	24	pfile15	9554
19	23	pfile15	9967
21	22	pfile15	11873
23	23	pfile15	10069
18	22	pfile15	9781
20	23	pfile15	12173
20	21	pfile15	11914
22	22	pfile15	10252
21	23	pfile15	12302
17	21	pfile15	8189
22	24	pfile15	10508
25	24	pfile15	6146
20	25	pfile15	3305
25	23	pfile15	3937
20	22	pfile15	12850
24	23	pfile15	6497
19	22	pfile15	12572
18	21	pfile15	12376
19	24	pfile15	3123
19	25	pfile15	573
19	21	pfile15	12410
18	23	pfile15	2353
17	20	pfile15	10957
18	24	pfile15	359
18	20	pfile15	11197
17	22	pfile15	1488
18	25	pfile15	36
16	20	pfile15	5419
16	22	pfile15	123
16	19	pfile15	8698
19	20	pfile15	10683
17	19	pfile15	9336
27	26	pfile15	4241
24	28	pfile15	5447
29	26	pfile15	559
26	25	pfile15	5246
30	26	pfile15	252
27	25	pfile15	2716
29	25	pfile15	310
26	24	pfile15	3456
28	25	pfile15	815
27	24	pfile15	1038
28	24	pfile15	394
26	23	pfile15	1059
29	24	pfile15	47
30	24	pfile15	22
30	25	pfile15	65
32	27	pfile15	67
33	27	pfile15	23
34	27	pfile15	10
32	26	pfile15	17
23	22	pfile15	5735
24	22	pfile15	3677
22	21	pfile15	5025
25	22	pfile15	984
23	21	pfile15	2822
21	20	pfile15	3999
21	21	pfile15	10591
24	21	pfile15	910
22	20	pfile15	2274
27	23	pfile15	431
26	22	pfile15	349
20	20	pfile15	10361
20	19	pfile15	2935
23	20	pfile15	847
21	19	pfile15	1635
20	27	pfile15	133
22	19	pfile15	466
19	18	pfile15	2217
17	18	pfile15	7524
20	18	pfile15	1079
18	19	pfile15	9370
26	21	pfile15	20
28	23	pfile15	60
28	22	pfile15	10
19	19	pfile15	9114
31	26	pfile15	85
33	26	pfile15	13
25	21	pfile15	229
24	20	pfile15	184
26	20	pfile15	1
23	33	pfile15	8
29	23	pfile15	17
31	25	pfile15	18
32	25	pfile15	10
15	18	pfile15	5896
16	21	pfile15	924
16	18	pfile15	7310
15	17	pfile15	4774
18	18	pfile15	7138
16	17	pfile15	4720
23	30	pfile15	346
15	19	pfile15	2866
17	17	pfile15	5004
19	26	pfile15	82
23	31	pfile15	124
21	18	pfile15	286
22	18	pfile15	69
19	17	pfile15	649
14	17	pfile15	4315
14	19	pfile15	173
21	28	pfile15	248
20	29	pfile15	3
36	29	pfile15	1
23	19	pfile15	112
22	30	pfile15	70
16	16	pfile15	2919
20	28	pfile15	27
27	22	pfile15	37
15	16	pfile15	2302
18	17	pfile15	1200
31	24	pfile15	4
21	30	pfile15	6
17	23	pfile15	196
30	23	pfile15	5
25	37	pfile15	1
15	21	pfile15	76
21	29	pfile15	58
17	25	pfile15	1
14	16	pfile15	2610
17	16	pfile15	533
15	20	pfile15	454
15	15	pfile15	1197
18	16	pfile15	288
13	15	pfile15	941
14	15	pfile15	809
20	17	pfile15	109
13	16	pfile15	2428
14	14	pfile15	282
12	14	pfile15	363
21	17	pfile15	23
16	15	pfile15	223
17	15	pfile15	75
25	20	pfile15	7
24	19	pfile15	2
27	21	pfile15	6
14	18	pfile15	1473
13	14	pfile15	354
13	13	pfile15	106
16	14	pfile15	11
23	32	pfile15	21
19	27	pfile15	12
14	20	pfile15	50
13	17	pfile15	511
22	31	pfile15	20
13	19	pfile15	23
16	23	pfile15	3
15	22	pfile15	3
17	24	pfile15	10
13	18	pfile15	98
12	16	pfile15	157
11	15	pfile15	48
12	15	pfile15	849
18	26	pfile15	1
12	17	pfile15	45
19	16	pfile15	27
11	14	pfile15	177
12	18	pfile15	11
12	13	pfile15	370
10	15	pfile15	1
10	13	pfile15	30
11	13	pfile15	101
18	27	pfile15	1
15	14	pfile15	29
11	16	pfile15	8
20	16	pfile15	11
10	12	pfile15	34
11	12	pfile15	353
12	12	pfile15	206
22	32	pfile15	3
22	33	pfile15	1
18	15	pfile15	2
10	14	pfile15	5
11	17	pfile15	3
19	15	pfile15	3
14	13	pfile15	2
11	11	pfile15	320
10	10	pfile15	305
9	11	pfile15	25
9	9	pfile15	91
10	11	pfile15	189
8	8	pfile15	88
9	10	pfile15	56
8	10	pfile15	19
8	11	pfile15	11
9	12	pfile15	14
8	12	pfile15	1
8	9	pfile15	60
7	7	pfile15	92
7	9	pfile15	15
7	8	pfile15	57
7	10	pfile15	3
9	8	pfile15	2
6	6	pfile15	179
8	7	pfile15	5
6	7	pfile15	73
5	5	pfile15	280
4	4	pfile15	225
3	3	pfile15	201
2	2	pfile15	213
1	1	pfile15	120
0	0	pfile15	3
7	6	pfile15	3
5	6	pfile15	23
7	11	pfile15	1
6	8	pfile15	9
4	5	pfile15	10
43	42	pfile16	12995
43	45	pfile16	15793
45	46	pfile16	17532
43	43	pfile16	15381
43	44	pfile16	16503
44	45	pfile16	19025
46	46	pfile16	10401
46	48	pfile16	11912
45	45	pfile16	14852
45	43	pfile16	8075
46	43	pfile16	3269
44	42	pfile16	9569
44	44	pfile16	16924
44	46	pfile16	19038
46	45	pfile16	8011
46	44	pfile16	5544
45	44	pfile16	11670
45	47	pfile16	17907
43	46	pfile16	13582
45	48	pfile16	16056
44	50	pfile16	6173
44	41	pfile16	5929
44	43	pfile16	13266
44	48	pfile16	13568
43	41	pfile16	10106
43	49	pfile16	4734
43	52	pfile16	745
44	52	pfile16	1963
44	47	pfile16	17261
43	47	pfile16	10538
45	49	pfile16	13083
44	49	pfile16	9897
47	44	pfile16	1698
45	50	pfile16	9124
46	49	pfile16	10455
45	55	pfile16	256
46	47	pfile16	11958
43	50	pfile16	2705
46	50	pfile16	7891
45	52	pfile16	3355
45	42	pfile16	4973
46	51	pfile16	5367
46	52	pfile16	3265
42	45	pfile16	8983
42	43	pfile16	12582
42	44	pfile16	11495
42	48	pfile16	2448
45	51	pfile16	5760
44	51	pfile16	3643
43	51	pfile16	1445
43	48	pfile16	7220
42	46	pfile16	6445
45	53	pfile16	1658
47	46	pfile16	3952
47	48	pfile16	5531
47	49	pfile16	5069
48	46	pfile16	915
47	45	pfile16	2826
47	42	pfile16	327
47	51	pfile16	2924
48	47	pfile16	1267
47	47	pfile16	4991
48	48	pfile16	1523
48	45	pfile16	602
48	50	pfile16	1186
47	52	pfile16	1859
46	42	pfile16	1618
45	54	pfile16	779
42	50	pfile16	686
47	50	pfile16	4197
42	42	pfile16	12925
42	49	pfile16	1350
42	47	pfile16	4256
47	43	pfile16	841
46	53	pfile16	1648
43	53	pfile16	344
42	51	pfile16	336
43	54	pfile16	134
46	54	pfile16	832
44	56	pfile16	32
44	53	pfile16	873
44	55	pfile16	121
45	56	pfile16	75
49	46	pfile16	130
49	45	pfile16	74
48	51	pfile16	928
48	42	pfile16	65
49	43	pfile16	19
49	44	pfile16	37
49	52	pfile16	134
48	49	pfile16	1511
48	52	pfile16	641
49	48	pfile16	205
47	54	pfile16	493
42	41	pfile16	11401
42	40	pfile16	9334
41	41	pfile16	10211
41	44	pfile16	5590
41	43	pfile16	7864
41	45	pfile16	3762
45	41	pfile16	2295
47	53	pfile16	1032
43	55	pfile16	40
47	55	pfile16	211
43	40	pfile16	6395
43	39	pfile16	3538
48	44	pfile16	295
44	54	pfile16	404
46	41	pfile16	568
41	46	pfile16	2185
41	48	pfile16	621
41	47	pfile16	1204
41	49	pfile16	336
40	51	pfile16	9
40	48	pfile16	165
41	52	pfile16	12
42	55	pfile16	6
42	52	pfile16	156
42	53	pfile16	62
48	53	pfile16	318
44	40	pfile16	2987
46	55	pfile16	268
49	51	pfile16	149
49	49	pfile16	207
49	53	pfile16	85
49	47	pfile16	177
49	50	pfile16	223
41	42	pfile16	9262
40	40	pfile16	8007
40	42	pfile16	5450
42	39	pfile16	6530
48	54	pfile16	201
43	56	pfile16	16
48	43	pfile16	145
45	57	pfile16	19
46	56	pfile16	94
50	48	pfile16	17
41	50	pfile16	117
41	40	pfile16	9732
43	38	pfile16	1944
48	55	pfile16	82
42	54	pfile16	19
45	40	pfile16	914
43	58	pfile16	1
46	57	pfile16	29
47	56	pfile16	71
40	43	pfile16	3712
40	45	pfile16	1311
49	54	pfile16	44
48	57	pfile16	16
46	40	pfile16	161
44	57	pfile16	11
47	40	pfile16	21
45	39	pfile16	337
47	41	pfile16	122
42	57	pfile16	1
45	58	pfile16	11
50	50	pfile16	29
50	49	pfile16	19
50	51	pfile16	21
41	39	pfile16	8468
49	55	pfile16	14
49	56	pfile16	8
40	44	pfile16	2195
50	52	pfile16	15
41	51	pfile16	51
42	38	pfile16	4000
48	56	pfile16	30
47	57	pfile16	21
50	47	pfile16	13
50	45	pfile16	3
46	58	pfile16	4
40	47	pfile16	323
41	38	pfile16	6529
40	41	pfile16	6944
47	59	pfile16	2
39	43	pfile16	1380
39	45	pfile16	392
50	54	pfile16	8
50	53	pfile16	13
40	46	pfile16	662
49	57	pfile16	2
50	46	pfile16	4
44	58	pfile16	2
39	48	pfile16	34
39	40	pfile16	5141
50	44	pfile16	2
40	39	pfile16	8170
47	58	pfile16	3
43	57	pfile16	3
50	55	pfile16	4
50	57	pfile16	1
48	41	pfile16	12
48	58	pfile16	2
40	49	pfile16	57
39	42	pfile16	2404
39	44	pfile16	717
39	41	pfile16	3873
51	49	pfile16	1
50	56	pfile16	1
51	53	pfile16	1
42	56	pfile16	4
41	53	pfile16	4
44	39	pfile16	1468
40	38	pfile16	7507
39	38	pfile16	6847
39	39	pfile16	6303
39	50	pfile16	3
42	37	pfile16	2083
44	38	pfile16	671
40	37	pfile16	5777
39	37	pfile16	6420
41	54	pfile16	2
39	46	pfile16	171
43	37	pfile16	835
38	40	pfile16	2807
41	37	pfile16	4234
38	39	pfile16	4334
38	37	pfile16	5897
38	38	pfile16	5262
39	36	pfile16	5366
38	36	pfile16	6088
38	43	pfile16	489
38	41	pfile16	1756
38	48	pfile16	3
38	42	pfile16	1011
40	50	pfile16	26
39	49	pfile16	13
39	47	pfile16	65
46	39	pfile16	40
38	47	pfile16	14
37	39	pfile16	2378
38	44	pfile16	228
38	45	pfile16	103
41	36	pfile16	2140
40	36	pfile16	4020
39	52	pfile16	1
37	42	pfile16	360
42	36	pfile16	896
43	36	pfile16	239
44	37	pfile16	254
45	38	pfile16	142
45	37	pfile16	43
42	35	pfile16	182
38	35	pfile16	4846
37	38	pfile16	3725
37	36	pfile16	5643
39	35	pfile16	3799
37	41	pfile16	721
41	35	pfile16	1003
37	37	pfile16	4874
37	35	pfile16	5371
40	35	pfile16	2188
37	40	pfile16	1356
37	43	pfile16	144
37	44	pfile16	51
38	49	pfile16	1
38	46	pfile16	32
44	36	pfile16	26
36	34	pfile16	4275
36	37	pfile16	3052
36	36	pfile16	4032
36	35	pfile16	4452
36	38	pfile16	1964
38	34	pfile16	3152
40	34	pfile16	951
39	34	pfile16	2098
41	34	pfile16	151
37	45	pfile16	21
39	51	pfile16	1
40	52	pfile16	1
36	41	pfile16	275
36	40	pfile16	540
46	38	pfile16	6
36	39	pfile16	1167
36	42	pfile16	123
37	46	pfile16	15
47	39	pfile16	1
37	34	pfile16	3847
35	34	pfile16	2931
36	43	pfile16	59
36	44	pfile16	21
35	38	pfile16	637
35	37	pfile16	1161
35	36	pfile16	1831
35	35	pfile16	2542
35	40	pfile16	165
43	35	pfile16	18
42	34	pfile16	16
40	33	pfile16	121
39	33	pfile16	718
37	33	pfile16	1970
39	32	pfile16	30
38	33	pfile16	1701
35	33	pfile16	2727
36	45	pfile16	4
36	32	pfile16	922
35	39	pfile16	350
36	33	pfile16	2694
34	33	pfile16	1367
38	32	pfile16	314
37	32	pfile16	753
36	47	pfile16	1
34	34	pfile16	1114
34	35	pfile16	760
35	32	pfile16	1318
34	36	pfile16	503
33	33	pfile16	385
33	35	pfile16	159
34	32	pfile16	1225
33	32	pfile16	409
33	36	pfile16	81
34	31	pfile16	452
34	37	pfile16	291
33	34	pfile16	278
33	31	pfile16	396
32	33	pfile16	97
35	31	pfile16	289
34	38	pfile16	136
35	42	pfile16	15
33	37	pfile16	49
33	30	pfile16	288
32	31	pfile16	234
36	31	pfile16	164
35	41	pfile16	62
34	39	pfile16	72
32	35	pfile16	23
41	33	pfile16	2
36	46	pfile16	2
33	38	pfile16	23
33	39	pfile16	9
35	43	pfile16	5
34	43	pfile16	1
34	40	pfile16	22
34	42	pfile16	5
32	34	pfile16	74
32	37	pfile16	2
37	31	pfile16	96
35	44	pfile16	1
34	41	pfile16	9
32	32	pfile16	169
32	30	pfile16	277
32	38	pfile16	1
37	47	pfile16	1
36	30	pfile16	60
32	36	pfile16	17
